message_id,references_found,references_not_found,amounts,dates
MSG008804,,,,2026-04-21
MSG008813,,,611000.0,
MSG008818,,,625000.0,2026-10-18
MSG008820,,,835000.0,
MSG008821,,LA977130,,
MSG008822,,,,2026-05-12
MSG008825,,,,2025-05-11
MSG008826,,,413000.0,
MSG008829,LA032355,,,
MSG008831,LA014677,,,
MSG008833,LA025216,,,
MSG008838,,,585000.0,
MSG008840,,,34000.0,
MSG008841,,,,2026-01-03
MSG008842,,,357000.0,
MSG008843,,,582000.0,
MSG008845,,,474000.0,
MSG008846,,,599000.0,
MSG008847,LA011314,,,
MSG008848,LA028995,,,2026-10-08
MSG008849,,,214000.0,2026-09-08
MSG008853,,,,2026-01-25
MSG008854,,,726000.0,
MSG008857,,,408000.0,
MSG008859,,LA965204,,
MSG008862,,LA990841,,
MSG008863,,LA934702,,2026-02-02
MSG008865,LA012344,,,
MSG008868,,,335000.0,
MSG008870,,LA923896,,
MSG008871,LA008555,,,
MSG008875,,,655000.0,
MSG008878,LA004428,,,
MSG008883,,,,2025-02-27
MSG008884,,,883000.0,
MSG008886,,,830000.0,
MSG008887,,,308000.0,
MSG008891,LA027810,,31000.0,2026-07-17
MSG008892,,,714000.0,
MSG008899,,,433000.0,
MSG008902,,LA945573,,
MSG008912,LA009821,,,
MSG008913,,LA950686,,
MSG008914,,,264000.0,
MSG008915,,,,2025-07-21
MSG008918,,,666000.0,
MSG008923,,,,2026-05-11
MSG008924,,,,2026-05-25
MSG008925,,,332000.0,
MSG008929,,,504000.0,
MSG008931,LA026849,,,
MSG008932,,LA945795,,2026-12-19
MSG008935,,,682000.0,2026-07-01
MSG008936,LA002858,,,
MSG008937,,,380000.0,
MSG008938,,,289000.0,
MSG008940,LA016551,,,
MSG008942,,LA983239,,
MSG008943,LA014136,,,
MSG008951,,,110000.0,
MSG008954,LA014496,,,2025-02-09
MSG008956,LA005542,,,
MSG008957,LA002445,,,2025-06-22
MSG008965,LA011446,,,
MSG008966,,,674000.0,
MSG008967,,,403000.0,
MSG008973,,,,2025-12-25
MSG008975,,,238000.0,
MSG008979,LA015532,,,
MSG008984,LA026208,,,
MSG008985,,LA904558,,
MSG008986,,,16000.0,2025-03-06
MSG008988,LA015282,,,
MSG008993,LA008148,,,
MSG008996,,,66000.0,
MSG008998,,,155000.0,
MSG009004,,,564000.0,
MSG009005,LA008693,,,
MSG009012,,,661000.0,
MSG009014,,,348000.0,
MSG009015,,,,2026-09-19
MSG009016,,,795000.0,
MSG009024,,,200000.0,
MSG009026,,,180000.0,
MSG009029,,,,2026-02-11
MSG009030,LA020214,,,
MSG009031,,,,2026-12-15
MSG009038,,,,2025-11-29
MSG009044,,,277000.0,
MSG009047,,,527000.0,
MSG009052,,LA014390,,
MSG009055,,,570000.0,
MSG009059,,,726000.0,
MSG009066,,LA952776,,
MSG009070,,,406000.0,
MSG009073,,,16000.0,
MSG009077,,LA943022,,
MSG009081,LA029735,,769000.0,2025-06-11
MSG009084,,,,2025-07-22
MSG009085,LA014528,,,
MSG009086,,,669000.0,
MSG009091,LA018720,,,
MSG009095,,,176000.0,
MSG009096,LA002115,,,
MSG009101,,,,2025-06-18
MSG009102,,,504000.0,
MSG009104,,,236000.0,
MSG009105,LA006420,,,
MSG009107,LA028057,,,
MSG009108,,,407000.0,2026-02-02
MSG009110,,,,2026-08-02
MSG009112,,,75000.0,
MSG009113,,,554000.0,
MSG009118,,,779000.0,
MSG009122,,,134000.0,
MSG009124,,,,2025-06-19
MSG009128,LA011393,,129000.0,
MSG009129,LA013909,,,
MSG009131,,,398000.0,
MSG009134,,,464000.0,
MSG009138,,,279000.0,
MSG009140,LA019502,,,
MSG009144,LA001911,,,
MSG009149,,,,2025-01-13
MSG009151,,,879000.0,2025-10-05
MSG009153,LA016741,,,
MSG009158,,,,2026-03-01
MSG009160,,,,2026-08-03
MSG009164,,,236000.0,
MSG009165,,,,2026-08-14
MSG009169,,,93000.0,
MSG009173,LA011438,,,
MSG009177,,,691000.0,
MSG009178,,,330000.0,
MSG009180,,LA921086,,
MSG009184,LA004924,,117000.0,
MSG009187,LA013820,,,
MSG009189,,,,2025-11-19
MSG009193,LA014758,,,
MSG009195,,,270000.0,
MSG009196,,,540000.0,
MSG009198,,,448000.0,
MSG009200,,LA964105,408000.0,
MSG009206,,,403000.0,
MSG009209,LA006172,,,
MSG009211,,LA980132,,
MSG009212,,,,2026-04-21
MSG009213,,,,2026-04-03
MSG009214,,,,2026-12-02
MSG009224,,,42000.0,
MSG009225,,,,2025-12-02
MSG009226,,LA954604,,
MSG009227,,,,2025-11-21
MSG009229,LA017939,,,
MSG009233,LA024651,,,
MSG009238,,LA008853,,
MSG009241,,,418000.0,
MSG009245,,LA908495,,
MSG009246,LA031895,,,
MSG009251,,LA907528,,
MSG009253,,,475000.0,
MSG009254,LA020232,,,
MSG009256,LA025533,,,
MSG009262,,,,2026-08-16
MSG009263,LA002325,,,
MSG009264,,,184000.0,
MSG009266,,,652000.0,
MSG009271,,,152000.0,
MSG009273,,,,2026-10-28
MSG009277,,,207000.0,
MSG009281,LA025345,,,2025-11-29
MSG009282,LA011127,,,
MSG009289,,,,2026-04-01
MSG009292,LA023463,,,
MSG009293,,,210000.0,2025-02-11
MSG009294,,LA942162,,
MSG009295,,,,2026-12-28
MSG009296,,,,2026-02-15
MSG009298,,,848000.0,
MSG009299,,,870000.0,
MSG009300,,LA966804,,
MSG009307,,,178000.0,
MSG009309,LA026556,,,
MSG009310,LA008296,,,
MSG009311,,,515000.0,
MSG009313,LA008587,,,
MSG009315,,,223000.0,
MSG009317,,LA931350,,
MSG009319,,,481000.0,
MSG009320,,,,2026-12-31
MSG009322,,,,2025-11-20
MSG009327,,,,2026-11-20
MSG009328,,,276000.0,
MSG009338,,,,2026-02-07
MSG009343,,,40000.0,
MSG009344,LA001968,,,
MSG009347,,LA930885,191000.0,
MSG009348,LA019996,,,
MSG009353,,,501000.0,
MSG009354,,,,2026-12-02
MSG009355,,,,2026-02-15
MSG009363,,,148000.0,
MSG009364,,,78000.0,
MSG009365,,,591000.0,
MSG009366,LA025566,,,
MSG009367,LA013549,,,
MSG009375,,,559000.0,
MSG009376,,LA005334,,
MSG009377,,LA986010,,
MSG009380,LA010464,,,
MSG009381,,,,2025-06-06
MSG009382,LA013311,,,
MSG009384,,,393000.0,
MSG009389,,LA901443,,
MSG009390,,LA907973,,
MSG009391,,LA915559,,
MSG009392,,,,2025-01-01
MSG009396,LA030230,,,2025-08-30
MSG009401,LA004104,,,
MSG009410,,LA998358,,
MSG009412,,,328000.0,
MSG009419,LA011345,,,
MSG009420,LA021081,,,
MSG009422,,,415000.0,
MSG009427,,LA949755,,
MSG009428,,,667000.0,
MSG009429,,,503000.0,
MSG009433,LA007846,,,
MSG009441,,,514000.0,
MSG009443,,,176000.0,
MSG009448,LA029197,,,
MSG009450,,,482000.0,
MSG009452,,,,2025-06-30
MSG009454,,LA915828,,
MSG009456,,,142000.0,
MSG009457,LA030005,,,
MSG009459,LA012558,,,
MSG009462,,,535000.0,
MSG009465,,,224000.0,
MSG009466,,,554000.0,
MSG009468,LA024643,,,
MSG009470,,,899000.0,
MSG009475,LA024970,,,
MSG009478,LA022524,,,
MSG009479,,LA931039,,
MSG009481,,LA996940,,
MSG009482,LA006177,,,
MSG009483,,,582000.0,
MSG009484,LA001635,,,
MSG009495,,LA969437,,
MSG009497,,,248000.0,
MSG009507,LA011473,,,
MSG009508,,,734000.0,
MSG009509,LA004340,,,
MSG009511,LA009668,,,
MSG009512,,,897000.0,
MSG009513,,,790000.0,
MSG009520,LA021090,,,
MSG009521,,,,2026-08-08
MSG009522,,,,2025-05-03
MSG009524,,,612000.0,
MSG009526,LA019450,,,
MSG009527,,,81000.0,
MSG009528,,,603000.0,
MSG009529,,,,2025-10-06
MSG009530,,,,2026-06-02
MSG009532,,,,2026-01-19
MSG009533,,,132000.0,
MSG009539,LA006941,,,
MSG009541,,,,2025-05-31
MSG009546,,LA000591,,
MSG009547,,,,2025-06-05
MSG009549,,,690000.0,
MSG009551,,,,2025-09-13
MSG009553,LA007481,,,
MSG009555,,,831000.0,
MSG009558,,,,2026-12-31
MSG009559,LA015026,,,
MSG009562,LA025733,,,
MSG009564,,,154000.0,
MSG009565,LA012065,,,
MSG009567,,,815000.0,
MSG009568,,,422000.0,
MSG009569,LA009461,,,
MSG009570,LA018211,,,
MSG009573,LA002370,,,
MSG009577,,,642000.0,
MSG009585,,,7000.0,
MSG009589,,,,2026-04-19
MSG009592,LA007475,,,2025-03-31
MSG009593,LA001209,,,
MSG009594,,LA922369,,
MSG009597,,,416000.0,
MSG009598,LA017368,,,
MSG009600,,LA924065,,
MSG009602,,LA907495,,
MSG009603,LA014640,,,
MSG009604,,,379000.0,
MSG009608,LA019248,,460000.0,
MSG009609,,LA977278,,
MSG009612,,,748000.0,
MSG009613,LA020385,,,
MSG009616,LA013054,,,
MSG009617,,,541000.0,
MSG009619,LA028676,,,
MSG009622,LA030299,,,
MSG009623,,,873000.0,
MSG009625,,,761000.0,
MSG009627,,,431000.0,
MSG009630,,,,2025-06-02
MSG009632,,,,2025-07-21
MSG009634,,,419000.0,
MSG009642,,,294000.0,
MSG009644,,,786000.0,
MSG009646,,,,2025-12-18
MSG009647,,,542000.0,2025-08-22
MSG009650,LA003668,,,
MSG009653,,,439000.0,
MSG009658,,,,2025-03-29
MSG009661,,,733000.0,
MSG009665,,LA913740,,
MSG009669,,,569000.0,
MSG009672,,,339000.0,
MSG009673,,,257000.0,
MSG009677,,,,2025-02-13
MSG009681,,,,2026-12-03
MSG009692,,LA928647,,
MSG009699,,,,2025-08-01
MSG009700,,,206000.0,
MSG009701,LA030362,,,
MSG009703,,,281000.0,
MSG009705,,,233000.0,2025-05-23
MSG009706,,,857000.0,
MSG009707,,LA934836,,
MSG009708,LA006519,,,
MSG009709,,LA962085,,
MSG009714,,LA008229,,
MSG009716,,,626000.0,
MSG009717,,,233000.0,
MSG009721,,,646000.0,2025-04-22
MSG009722,,LA960631,,
MSG009723,,,691000.0,
MSG009725,,,,2025-03-15
MSG009726,,,733000.0,
MSG009728,,,754000.0,
MSG009731,,,325000.0,
MSG009737,,LA979920,,
MSG009742,LA017502,,,
MSG009748,,,,2026-05-20
MSG009749,LA000977,,,
MSG009750,,LA929726,,
MSG009753,LA012030,,,
MSG009765,LA006448,,205000.0,
MSG009766,,,115000.0,
MSG009767,,,856000.0,
MSG009768,,LA938555,367000.0,
MSG009770,,,510000.0,
MSG009772,,,186000.0,
MSG009773,LA015937,,,
MSG009789,,,,2026-10-24
MSG009794,,LA026894,,
MSG009799,,,61000.0,
MSG009800,LA030493,,,
MSG009805,,,,2025-04-11
MSG009808,,,356000.0,
MSG009810,,,780000.0,
MSG009813,LA007032,,,
MSG009816,,LA938862,,
MSG009817,,,235000.0,
MSG009819,LA018000,,,
MSG009823,,,,2025-05-22
MSG009824,,,622000.0,
MSG009832,LA015671,,,
MSG009833,LA013714,,,
MSG009835,,,493000.0,
MSG009840,,LA904680,,
MSG009843,LA020904,,,
MSG009846,,LA973756,,
MSG009849,,,469000.0,
MSG009850,,LA953544,,
MSG009853,,,42000.0,
MSG009860,,,368000.0,
MSG009869,,,135000.0,
MSG009872,,,,2026-04-15
MSG009875,,LA947567,,
MSG009878,,LA999539,,
MSG009879,,,98000.0,
MSG009883,,LA917884,,2025-03-14
MSG009885,,,416000.0,
MSG009886,,,738000.0,
MSG009888,,,,2026-07-23
MSG009889,,LA996898,,
MSG009890,,,374000.0,2025-06-13
MSG009892,,,47000.0,2025-08-15
MSG009896,,,272000.0,
MSG009897,LA032658,,,
MSG009898,,,699000.0,
MSG009899,,LA968036,,
MSG009900,,,,2026-08-01
MSG009906,,,353000.0,
MSG009907,LA013388,,,
MSG009909,LA002157,,,
MSG009910,,,,2025-08-07
MSG009917,,,535000.0,
MSG009918,,,651000.0,
MSG009920,,LA922101,,
MSG009921,,,307000.0,2026-04-04
MSG009922,,,,2025-06-08
MSG009923,,,391000.0,
MSG009928,,,,2026-11-20
MSG009933,,LA967851,,
MSG009934,,,,2025-05-23
MSG009937,,LA975568,,
MSG009938,,,845000.0,
MSG009943,LA030225,,,
MSG009944,,,551000.0,
MSG009950,,,,2026-07-22
MSG009956,,,306000.0,
MSG009961,,,264000.0,
MSG009965,LA030758,,,
MSG009971,,,386000.0,
MSG009974,,,585000.0,
MSG009977,,,,2026-12-17
MSG009983,,LA010661,,
MSG009985,,,,2026-05-14
MSG009995,LA016579,,,
MSG009998,,,153000.0,
MSG010001,LA028469,,,
MSG010008,,LA016649,,
MSG010009,,,266000.0,
MSG010012,LA015894,,,
MSG010014,,,68000.0,
MSG010020,,LA936247,,
MSG010023,,,,2026-06-20
MSG010027,,,85000.0,
MSG010030,LA030423,,,
MSG010032,,,,2025-09-05
MSG010035,,LA934494,,
MSG010036,LA027355,,,
MSG010038,,,,2025-05-15
MSG010040,,,147000.0,
MSG010041,,,644000.0,
MSG010049,LA016764,,,
MSG010053,LA005350,,,
MSG010057,,,353000.0,
MSG010059,LA014483,,,
MSG010060,,LA983517,,
MSG010061,LA022347,,,
MSG010063,LA009022,,,
MSG010064,,LA916027,,
MSG010066,,LA901333,,
MSG010068,LA017747,,,2026-09-02
MSG010069,,LA021762,,
MSG010070,LA002811,,263000.0,
MSG010077,,,716000.0,2026-02-03
MSG010083,,,,2025-04-20
MSG010084,LA018813,,,
MSG010089,,,657000.0,
MSG010090,,,301000.0,
MSG010093,LA024366,,,
MSG010095,LA007109,,,
MSG010098,,LA966590,,
MSG010099,LA018116,,,
MSG010100,,,347000.0,
MSG010101,,,,2026-10-16
MSG010105,LA023439,,,
MSG010107,LA001461,,,
MSG010109,,,624000.0,
MSG010110,,LA990653,,
MSG010111,LA021279,,587000.0,
MSG010112,,,509000.0,2026-08-25
MSG010113,,,450000.0,
MSG010116,,,365000.0,2026-04-10
MSG010118,,,310000.0,
MSG010119,,LA950086,,
MSG010123,,,419000.0,
MSG010125,,LA913497,,
MSG010127,,,850000.0,
MSG010134,,,,2026-07-14
MSG010136,LA008601,,,
MSG010140,,,,2026-07-13
MSG010143,,,121000.0,
MSG010148,LA013126,,,
MSG010149,,,431000.0,
MSG010155,LA021407,,,
MSG010156,LA000143,,,
MSG010158,,,328000.0,
MSG010159,,LA953922,,
MSG010160,,,628000.0,2026-06-07
MSG010161,,,788000.0,
MSG010163,,,556000.0,
MSG010167,,,158000.0,
MSG010168,LA000559,,,
MSG010169,,LA925188,,
MSG010170,LA014751,,,
MSG010171,,,434000.0,
MSG010172,,,,2026-04-13
MSG010176,LA031342,,,
MSG010186,LA000196,,,
MSG010190,,LA026053,,
MSG010191,,,463000.0,
MSG010195,LA002484,,,
MSG010201,LA016149,,,2026-07-13
MSG010205,,,416000.0,
MSG010213,,,6000.0,
MSG010215,LA014225,,,
MSG010217,,LA982738,,
MSG010223,,,37000.0,
MSG010224,,,359000.0,2026-11-12
MSG010229,,,180000.0,
MSG010236,LA015464,,,
MSG010238,,LA961209,,
MSG010239,,,5000.0,
MSG010243,,,405000.0,
MSG010245,,,366000.0,
MSG010247,LA002711,,,
MSG010258,,,771000.0,
MSG010272,LA024890,,,
MSG010273,LA009126,,,
MSG010281,,,,2026-06-24
MSG010282,LA025466,,,
MSG010283,,,477000.0,
MSG010284,,,173000.0,
MSG010286,LA021651,,,
MSG010290,LA018210,,,
MSG010295,,,24000.0,
MSG010296,,LA933654,,
MSG010299,,,744000.0,
MSG010300,,,312000.0,
MSG010306,LA010205,,,
MSG010309,,,22000.0,
MSG010312,LA021547,,,
MSG010315,,,680000.0,2025-01-01
MSG010318,,,325000.0,
MSG010320,,,,2026-08-26
MSG010321,,,,2026-05-05
MSG010324,LA032924,,,2025-12-23
MSG010328,LA030461,,,
MSG010329,LA030236,,,
MSG010331,,,404000.0,
MSG010332,,,507000.0,
MSG010336,,LA007282,,
MSG010341,LA019337,,,
MSG010343,,,,2025-06-29
MSG010344,,,593000.0,
MSG010349,,,495000.0,
MSG010351,,,127000.0,
MSG010355,,,130000.0,
MSG010356,,,542000.0,
MSG010357,LA013143,,,
MSG010362,,,200000.0,
MSG010366,,,270000.0,
MSG010367,,,,2026-12-19
MSG010369,,LA962454,,
MSG010370,LA031908,,,
MSG010374,,,225000.0,2025-10-17
MSG010375,,,792000.0,
MSG010376,,,48000.0,
MSG010377,,,275000.0,
MSG010379,,,377000.0,
MSG010380,,LA966708,,
MSG010382,LA031352,,,
MSG010384,,,,2025-01-18
MSG010388,,,,2025-04-14
MSG010391,,,50000.0,
MSG010394,LA028647,,,
MSG010400,,,516000.0,
MSG010404,,LA967873,,
MSG010409,,,569000.0,
MSG010411,,,52000.0,2026-06-24
MSG010412,,,388000.0,
MSG010421,,,,2025-03-15
MSG010422,,,241000.0,
MSG010425,,LA936618,,
MSG010430,,,,2026-10-13
MSG010432,LA010546,,,
MSG010438,LA023500,,,
MSG010445,,LA957062,,
MSG010448,LA024762,,,
MSG010449,,,894000.0,
MSG010452,LA011576,,,
MSG010455,,,555000.0,2026-06-15
MSG010456,,,,2026-06-13
MSG010458,LA004529,,,
MSG010463,LA004531,,,2026-06-25
MSG010468,,LA904272,,
MSG010469,LA022614,,,
MSG010470,LA015006,,,
MSG010471,,,81000.0,
MSG010474,,,,2025-12-04
MSG010479,,LA940354,,
MSG010480,,,,2026-09-12
MSG010487,,,486000.0,
MSG010489,,,388000.0,
MSG010494,LA016221,,,
MSG010495,,LA937801,,
MSG010496,,,304000.0,
MSG010497,,,36000.0,
MSG010501,,,,2026-01-14
MSG010502,,,,2025-11-10
MSG010504,,,28000.0,
MSG010505,,,855000.0,2025-05-21
MSG010507,,,742000.0,2025-01-10
MSG010508,LA026917,,,
MSG010509,,,,2025-07-23
MSG010510,,,335000.0,
MSG010511,LA000561,,,
MSG010515,,,,2026-01-29
MSG010517,,,661000.0,
MSG010518,,LA953466,,
MSG010519,LA024924,,,
MSG010522,LA009079,,,
MSG010532,LA030728,,,
MSG010541,,LA995002,,
MSG010543,,,,2026-08-11
MSG010545,,LA995352,,
MSG010546,,,858000.0,2026-08-31
MSG010552,LA031525,,,
MSG010553,,,,2025-05-02
MSG010554,,,589000.0,
MSG010556,LA016594,,453000.0,
MSG010558,,LA948325,,2025-02-27
MSG010564,,,497000.0,
MSG010567,LA010443,,,
MSG010568,,,240000.0,
MSG010571,,,,2026-02-20
MSG010572,,,544000.0,2026-12-12
MSG010575,,,360000.0,
MSG010580,,,,2026-12-21
MSG010586,,,,2026-01-28
MSG010588,,,479000.0,
MSG010591,,,183000.0,
MSG010594,,,,2026-11-08
MSG010596,,,888000.0,
MSG010598,,,170000.0,
MSG010604,,,637000.0,
MSG010607,,,660000.0,
MSG010610,,,646000.0,
MSG010617,,,329000.0,
MSG010618,LA007731,,,
MSG010619,,,617000.0,
MSG010621,,,509000.0,
MSG010625,LA006013,,,
MSG010627,LA032975,,,
MSG010631,,,793000.0,
MSG010632,,,659000.0,2026-06-30
MSG010633,,,228000.0,
MSG010635,,,613000.0,
MSG010638,,,419000.0,
MSG010639,,,,2026-07-28
MSG010641,,,197000.0,
MSG010645,,LA964613,,
MSG010648,,,718000.0,
MSG010649,,,786000.0,
MSG010650,,LA910822,,
MSG010654,,LA948225,,
MSG010657,LA006211,,,
MSG010659,LA014750,,,2025-12-15
MSG010662,,,751000.0,
MSG010663,LA015826,,,
MSG010665,,,,2025-08-27
MSG010668,,,,2026-04-10
MSG010670,LA022438,,,
MSG010674,,,273000.0,
MSG010675,LA027811,,,
MSG010676,LA018432,,,
MSG010681,,,,2025-07-18
MSG010682,,,825000.0,
MSG010684,,,264000.0,
MSG010688,,,42000.0,
MSG010690,LA025036,,,
MSG010693,,,,2025-09-06
MSG010697,LA018711,,,
MSG010712,,LA968781,,
MSG010714,,,676000.0,
MSG010715,,,593000.0,
MSG010720,LA014430,,,
MSG010723,,,40000.0,
MSG010732,,,94000.0,
MSG010737,,,881000.0,2026-06-12
MSG010742,,,63000.0,2026-11-16
MSG010747,,,723000.0,
MSG010750,,,462000.0,2026-02-07
MSG010753,,,829000.0,
MSG010759,LA005229,,,
MSG010769,,LA968278,,
MSG010770,,,635000.0,
MSG010771,,,214000.0,2026-01-15
MSG010772,,LA996336,,
MSG010774,,,,2026-04-17
MSG010775,,LA946623,,
MSG010781,,,828000.0,
MSG010788,LA006919,,,
MSG010794,,LA990793,,
MSG010795,LA014282,,,
MSG010796,LA001519,,,
MSG010798,LA010461,,,
MSG010799,,,429000.0,
MSG010800,,,,2026-12-15
MSG010802,LA015287,,,
MSG010805,,,,2026-08-19
MSG010808,,,,2026-09-20
MSG010809,,,371000.0,
MSG010811,LA015611,,,
MSG010813,,LA026897,,
MSG010814,,,145000.0,
MSG010816,,,,2026-04-18
MSG010818,,LA997870,,
MSG010820,LA031932,,,
MSG010826,,,305000.0,
MSG010828,,,,2026-08-03
MSG010829,,,702000.0,
MSG010836,LA024107,,,
MSG010837,LA002633,,,
MSG010838,,,335000.0,
MSG010839,,,149000.0,
MSG010842,LA013501,,,
MSG010845,,,741000.0,
MSG010846,LA024115,,,
MSG010858,LA019652,,,
MSG010859,,,22000.0,2025-11-11
MSG010860,,,227000.0,
MSG010862,,,490000.0,2025-11-01
MSG010864,,,438000.0,
MSG010866,,,49000.0,
MSG010868,LA015129,,,
MSG010871,,LA957195,,
MSG010872,,LA909147,,
MSG010875,LA014409,,,
MSG010882,,,339000.0,
MSG010890,LA013411,,,
MSG010891,,LA937627,,
MSG010899,,,,2026-05-20
MSG010900,,LA976470,,
MSG010903,LA019129,,,2026-07-21
MSG010904,,,584000.0,
MSG010907,,LA958067,,
MSG010911,,LA993630,,
MSG010912,,LA981592,,
MSG010913,,,,2025-07-22
MSG010916,,,616000.0,
MSG010919,,LA005926,,
MSG010920,,,59000.0,
MSG010921,,,799000.0,
MSG010923,LA017103,,,
MSG010924,LA006823,,,
MSG010927,,,,2025-05-03
MSG010928,,,116000.0,
MSG010929,,,,2026-05-25
MSG010932,LA022496,,,
MSG010935,,,639000.0,
MSG010943,LA028541,,,
MSG010946,,,,2026-08-20
MSG010947,,,63000.0,
MSG010952,,,69000.0,
MSG010955,,,,2026-12-28
MSG010956,LA016778,,,
MSG010967,,,175000.0,
MSG010968,,,701000.0,
MSG010970,,,,2025-11-14
MSG010972,LA012807,,,
MSG010975,,,281000.0,
MSG010977,,,751000.0,
MSG010983,,,363000.0,
MSG010984,,,447000.0,
MSG010985,LA031039,,,
MSG010986,,LA906322,,
MSG010987,,,890000.0,2026-08-01
MSG010989,,,,2026-01-12
MSG010990,,,,2025-11-14
MSG010991,,,,2026-11-15
MSG010993,,,778000.0,
MSG010994,,,,2026-10-18
MSG010997,,,504000.0,
MSG010998,,,650000.0,2026-05-03
MSG010999,,,,2025-01-30
MSG011000,LA021790,,,
MSG011001,,,827000.0,
MSG011002,LA014140,,533000.0,
MSG011007,,LA986122,,
MSG011011,,,850000.0,
MSG011014,,LA935736,,
MSG011016,,LA981883,,
MSG011017,,LA950777,,2026-01-17
MSG011024,,,354000.0,
MSG011030,,,660000.0,
MSG011031,,,253000.0,
MSG011032,,LA945547,,
MSG011035,,,334000.0,
MSG011038,LA000955,,,
MSG011041,,,,2025-12-28
MSG011042,LA000532,,,2026-08-10
MSG011045,,,473000.0,
MSG011046,,,247000.0,
MSG011047,LA007341,,,
MSG011048,,,,2026-11-29
MSG011053,LA007836,,,
MSG011056,,,,2025-09-12
MSG011057,,,36000.0,
MSG011059,,,,2025-08-24
MSG011060,,,,2026-05-06
MSG011061,,LA907244,147000.0,
MSG011064,,,,2026-05-07
MSG011065,,,,2025-08-10
MSG011070,,,260000.0,
MSG011071,LA023835,,,
MSG011073,LA016541,,,
MSG011078,LA032999,,,
MSG011080,LA017856,,536000.0,
MSG011082,,,614000.0,2025-10-31
MSG011083,,,,2026-10-02
MSG011089,LA029798,,,2025-06-18
MSG011090,,,379000.0,2025-10-21
MSG011095,LA018245,,,
MSG011097,,LA911885,,
MSG011100,,,875000.0,
MSG011101,,,544000.0,
MSG011103,,LA011835,,
MSG011104,,LA959529,,
MSG011108,,,209000.0,
MSG011111,LA023606,,,
MSG011114,LA014849,,,2025-06-15
MSG011116,,,770000.0,
MSG011120,LA009093,,584000.0,
MSG011125,,LA956916,,
MSG011132,LA015631,,,
MSG011135,,,230000.0,
MSG011138,,LA955490,,2026-05-19
MSG011143,,,642000.0,
MSG011153,LA021968,,,
MSG011158,,,381000.0,2025-09-22
MSG011161,LA012408,,,2026-01-14
MSG011162,,LA915642,,
MSG011164,,,374000.0,2026-09-19
MSG011168,,,,2025-06-06
MSG011171,LA023261,,620000.0,
MSG011173,,,523000.0,
MSG011174,LA032370,,,
MSG011175,,,509000.0,
MSG011178,,,,2025-01-16
MSG011185,,,678000.0,
MSG011194,,,835000.0,
MSG011195,,,803000.0,
MSG011199,,LA950993,,
MSG011200,,,69000.0,
MSG011201,LA013591,,,
MSG011202,,,718000.0,
MSG011203,LA009764,,,
MSG011210,,,,2025-12-02
MSG011213,,,,2025-06-23
MSG011222,,,99000.0,
MSG011225,LA013287,,,
MSG011230,LA027663,,,
MSG011234,,,,2025-01-13
MSG011237,,,144000.0,
MSG011239,,LA906095,,2025-03-27
MSG011241,,,237000.0,
MSG011242,,,493000.0,
MSG011246,,,404000.0,
MSG011252,,,87000.0,
MSG011254,,LA914413,,
MSG011262,,,763000.0,
MSG011263,,,178000.0,
MSG011264,LA005930,,,
MSG011267,,LA949866,,
MSG011270,LA032134,,,
MSG011272,LA013677,,,
MSG011278,,,,2025-09-04
MSG011279,,,668000.0,
MSG011283,,,335000.0,
MSG011286,,,,2026-01-19
MSG011288,,,190000.0,
MSG011290,,,778000.0,
MSG011291,,,892000.0,
MSG011292,,,728000.0,
MSG011296,,,415000.0,
MSG011302,LA027777,,,
MSG011308,,,313000.0,
MSG011312,,,530000.0,
MSG011313,,LA961695,,
MSG011316,LA025987,,,
MSG011327,LA025879,,,
MSG011329,,,187000.0,
MSG011338,,,565000.0,
MSG011340,,,,2025-07-09
MSG011343,,,,2026-09-16
MSG011348,,,890000.0,
MSG011351,LA029995,,,
MSG011355,,LA965536,,
MSG011356,,,,2025-06-10
MSG011358,,,206000.0,
MSG011363,,,97000.0,
MSG011364,,,473000.0,2025-12-26
MSG011365,LA006125,,,
MSG011370,LA019612,,,
MSG011380,,LA998193,,
MSG011381,LA003279,,,
MSG011391,LA009902,,,
MSG011392,,,316000.0,
MSG011395,,,404000.0,
MSG011397,,,514000.0,
MSG011398,LA001342,,,
MSG011405,,,891000.0,
MSG011406,LA020079,,,
MSG011409,,,212000.0,
MSG011415,,LA985413,,
MSG011422,LA024453,,,
MSG011425,LA005839,,527000.0,
MSG011426,,LA937977,,2026-05-07
MSG011442,,,543000.0,
MSG011444,,,63000.0,
MSG011450,,,,2026-08-07
MSG011454,LA010984,,,
MSG011456,,,234000.0,
MSG011459,,,518000.0,
MSG011464,LA022343,,,2026-02-11
MSG011465,,,410000.0,
MSG011466,,,583000.0,
MSG011468,,,548000.0,
MSG011469,,,,2026-06-28
MSG011470,,LA978282,,
MSG011472,LA027281,,,
MSG011473,,,223000.0,
